id,time,director,year,star1,star2,star3,star4,star5,star6,rotten_tomatoes,audience_rating,review1,review2,review3,review4,review5
90,1 hr. 27 min.,Ray Enright,1942,John Wayne,Randolph Scott,Marlene Dietrich,Margaret Lindsay,Harry Carey,Richard Barthelmess,0,51,,,Rough and tumble John Wayne flick highlighted by brawl with Randolph Scott.,This Alaskan adventure is the fourth film version of the popular 1906 book and the second pf three teamings of John Wayne with Marlene Dietrich.,"Marlene couldn't be sexier, wearing brocades and gowns, changing from one gown to another at the drop of a beer stein."
91,2 hr. 15 min.,Delmer Daves,1943,Cary Grant,John Garfield,Alan Hale,John Ridgely,Dane Clark,Alan Hale Sr.,0,65,,,,Fine WWII propaganda rouser starring Grant and Garfield.,An intelligent WWII propaganda film.
92,1 hr. 21 min.,Kunihiko Yuyama,2004,Eric Stuart,Ikue Ohtani,Jimmy Zoppi,Maddie Blaustein,Megan Hollingshead,Rachael Lillis,0,62,,,,,
93,1 hr. 25 min.,Christian Duguay,1992,Pierce Brosnan,Ron Silver,Ben Cross,Lisa Eilbacher,Tony Plana,Ferne Cassel,0,30,"Com sua cena de sexo cafona, seus diÃ¡logos patÃ©ticos, seus efeitos trash e seu roteiro absurdo, quase acaba servindo como diversÃ£o involuntÃ¡ria. Quase.","Man, the Bond films came just in time to rescue Brosnan from swill like this.",,,
94,1 hr. 49 min.,John Frankenheimer,1989,Don Johnson,Tim Reid,Penelope Ann Miller,William Forsythe,Bob Balaban,Frank Military,33,45,,,,,"It's clear immediately that Dead Bang, written by Robert Foster and directed by John Frankenheimer, isn't looking to reinvent the wheel in terms of its narrative..."
95,1 hr. 41 min.,Barbet Schroeder,1995,David Caruso,Samuel L. Jackson,Helen Hunt,Kathryn Erbe,Nicolas Cage,Stanley Tucci,68,37,What's most effective about the new Kiss of Death is Tucci's marvelously slimy prosecutor.,A crackling thriller that feels unusually attuned to its lowlife characters.,"Cage and Caruso strike sparks in this riveting piece of pulp fiction, but it's that first Kiss you'll remember.","It's a sleek, muscular thriller played by a terrific ensemble cast...",A riveting crime drama.
96,2 hr.,Roman Polanski,1988,Harrison Ford,Emmanuelle Seigner,Betty Buckley,John Mahoney,Jimmie Ray Weeks,Yorgo Voyagis,78,64,[Polanski's] usual surrealism is almost completely absent.,"A thriller without much surprise, suspense or excitement.",Funny and unsettling.,"[Polanski] has succeeded in picking up the clever, unnerving thread of his earlier career.",Vintage Polanski.
97,1 hr. 34 min.,Don Siegel,1968,Clint Eastwood,Susan Clark,Tisha Sterling,Betty Field,Tom Tully,Lee J Cobb,94,51,"Story is of the clash between sophisticated law enforcement and frontier-style simplistics, which is perhaps one of the major internal American problems.",Even Siegel's somehow off-centre treatment of New York hippiedom is intriguingly wry.,"The screenplay is so predictable in situation and so arch in its supposedly tough, blunt, wise talk that it turns into a joke told by someone with no sense of humor.",Siegel knows what he wants and gets it.,"Eastwood's performance as the flawed, headstrong superman has been terribly underrated, but he brings to the part of Coogan a sure knowledge of the man's obvious strengths and not so obvious failings."
98,1 hr. 40 min.,Burt Kennedy,1988,Willie Nelson,Richard Widmark,Jack Elam,Chuck Connors,Dub Taylor,Ken Curtis,0,50,,,,,
99,1 hr. 34 min.,Joseph Merhi,1993,Robert Patrick,Titus Welliver,Kristen Meadows,Barbara Patrick,Bill Hufsey,Miles O'Keeffe,0,100,,,,,
100,1 hr. 35 min.,Tim Burstall,1988,Joanna Cassidy,Constance McCashin,Tom Skerritt,Lindsay Wagner,Janne Mortil,Raymond Guth,0,50,,,,,
101,1 hr. 57 min.,Renny Harlin,2001,Sylvester Stallone,Burt Reynolds,Kip Pardue,Stacy Edwards,Til Schweiger,Gina Gershon,14,33,Formula One race cars outshine the formula script.,Less a look at Formula One than a pilot for a flat sub-Aaron Spelling sudser that just happens to be set in the world of auto racing.,"This is a boys' movie, with the understated, depressed-sounding Stallone reading his own script with the world-weariness of a fallen king far from love and glory.","The dialogue is so bad in Driven that at one of the dramatic points, the crowd erupted in laughter.",...excels with pure visceral thrills but merely toddles by with its story and characters.
102,1 hr. 30 min.,Brett Ratner,2001,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,Roselyn Sanchez,Harris Yulin,52,74,"The whole film plays like an outtake, and that I do mean as a compliment.","While the rest of it isn't really any good, it's certainly no chore to watch.","Less compelling than the first, but fun for fans.","A gaudy, whirling dervish of escapist fun.",A well-honed stunts-and-shtick flick.
103,1 hr. 49 min.,Jamie Uys,1980,Marius Weyers,Sandra Prinsloo,N!xau,Louw Verwey,Michael Thys,Jamie Uys,95,84,,,The comedy has a Keystone Cops feel and the film is also occasionally touching. These kinds of silly movies just aren't made anymore and that's too bad.,Charming family film makes you think; expect some shooting.,"A funny comedy, done is slapstick style, about a single but origianl idea of how a bottle of Coke changes the entire lifestle of a tribe."
104,1 hr. 45 min.,Geoff Murphy,1990,Emilio Estevez,William L. Petersen,Kiefer Sutherland,Lou Diamond Phillips,Christian Slater,Alan Ruck,35,67,,,,,
105,1 hr. 15 min.,Tim Maltby,2003,Kevin Conroy,Kelly Ripa,Kimberly Brooks,David Ogden Stiers,Hector Elizondo,Kyra Sedgwick,0,45,"Mesmo que a qualidade da animaÃ§Ã£o deixe a desejar, o filme conta com uma histÃ_ria amarradinha que traz boas seqÃ_Ãªncias de aÃ§Ã£o e personagens sombrios e interessantes.","Over a decade after the premiere of Batman: The Animated Series, the extended Batman animation family hasn't quite worn out its welcome.","You'll find solid characters, a strong plot, clever writing, dynamic animation, thrilling action, and even a pretty cool theme song.",,
106,1 hr. 32 min.,Bart Freundlich,2004,Kristen Stewart,Corbin Bleu,Jennifer Beals,Sam Robards,John Carroll Lynch,James LeGros,12,47,This thing is so silly and so ridiculous.,Painfully bad. A real head-scratcher.,"Neither the planning of the heist, nor its execution is done with the skill needed for it to be compelling.","Catch That Kid, though not produced by Disney, has all the feel of a Disney Channel TV special.","If screenwriters Michael Brandt and Derek Haas atempted to write a servicable script, it isn't obvious."
107,1 hr. 42 min.,Clive Barker,1990,Craig Sheffer,Anne Bobby,David Cronenberg,Charles Haid,Hugh Quarshie,Hugh Ross,38,61,,,,,
108,1 hr. 32 min.,Newt Arnold,1988,Jean-Claude Van Damm...,Leah Ayres,Donald Gibb,Norman Burton,Forest Whitaker,Roy Chiao,33,75,"A well-plucked turkey, humourless and plagued by a script full of stilted mumbo-jumbo.","Van Damme may have been an excellent martial artist (he had fought as an amateur and professionally for several years before entering the movies), but he was no actor.","Bloodsport is strictly for martial arts buffs; little is offered here in the way of plot, dialog, or acting.",A campy Van Damne actioner fit for lovers of B films.,Scary to think that a movie this bad could make anyone a star.
109,1 hr. 30 min.,Tim Reid (VII),1987,Margot Kidder,,,,,,0,63,,,,,
110,1 hr. 40 min.,Penny Marshall,1986,Whoopi Goldberg,Stephen Collins,John Wood,Carol Kane,Lawrence Gordon,Annie Potts,28,58,,,,,
111,2 hr. 2 min.,Antoine Fuqua,2001,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,Harris Yulin,Raymond J. Barry,72,89,"If he makes it through the trial by fire -- and a blandly twisting plot with no meaningful revelations or substantial themes -- Hawke will get a promotion, but there's nothing in it for us.","Director Fuqua keeps it slick and sleazy and stokes up the race some, but this only accelerates the movie's deafening rush toward the top and ever over.","Great performances, but for adults only.",A surprisingly excellent movie with Incredible performances...,"The movie moves rapidly, is extremely violent and not entirely plausible."
112,1 hr. 34 min.,Joseph Merhi,1996,Gary Daniels,Kenneth Tigar,Fiona Hutchison,Jillian McWhirter,Fiona Hutchinson,Tom Colceri,0,36,,,,,
113,1 hr. 58 min.,Desmond Davis,1981,Harry Hamlin,Laurence Olivier,Judi Bowker,Claire Bloom,Maggie Smith,Ursula Andress,66,70,,The visual effects are clearly the only thing here that's worth bothering with.,...a camp-infused fantasy flick that will probably work best among younger viewers and those with fond memories of its original theatrical release.,"Teenage boys will love it, but the rest of us will be frustrated by the storytelling, the shaky camerawork and the dubiously effective 3D presentation, which distracts more than it offers","...the last hurrah for the master of stop-motion animation, Ray Harryhausen, and it's unfortunate he went out on a less-than-perfect note."
114,1 hr. 30 min.,Joseph Merhi,1996,C. Thomas Howell,Jeff Fahey,Ed Lauter,Cynda Williams,Kristen Dalton,Janet Gunn,0,18,,,,,
115,1 hr. 30 min.,Randal Kleiser,1986,Joey Cramer,Veronica Cartwright,Cliff De Young,Sarah Jessica Parker,Howard Hesseman,Robert Small,81,75,When the film shifts into the action mode in its second half -- the flying saucer returns to aid in David`s rescue -- it becomes quite bright and lively.,"If there is more than a little something borrowed from Spielberg, Kleiser's movie is amiably undemanding entertainment that says the right things, albeit without great originality.","There's no mistaking Flight of the Navigator for a really first-rate children's picture like, say, The Black Stallion. But Flight of the Navigator is an enjoyable film that encourages kids to use their heads.","Whereas its plot may be derivative--and at several junctures, unconvincing--""Flight of the Navigator"" nevertheless manages to develop considerable humor and poignancy from David's predicament and what he does about it.","This children's adventure turns out to be, despite its title, less of a Star Wars trip than an entertaining variation on the time-travel adventure Back to the Future."
116,1 hr. 28 min.,Kazuo Mori,1972,ShintarÃ´ Katsu,Rentaro Mikuni,Hisaya Morishige,Etsushi Takahashi,Naoko Otani,Osamu Sakai,0,60,,,,,
117,1 hr. 52 min.,John Derek,1981,Bo Derek,Miles O'Keeffe,Richard Harris,John Phillip Law,Akushula Selayah,Steven Strong,11,21,This opus will disappoint both Tarzan fans and Bo admirers.,"Judging by the amount of time everybody spends swimming, the African jungle resembles Hornsey Baths filled with oversized pot plants.","Of course it's completely ridiculous, but at the same time it has a certain disarming charm.","To describe the film as inept would be to miss the point, which is to present Mrs. Derek in as many different poses, nude and seminude, as there are days of the year, all in something less than two hours.",worst film ever
118,2 hr. 10 min.,Hugh Hudson,1984,Christopher Lambert,Ralph Richardson,Ian Holm,Andie MacDowell,Glenn Close,James Fox,64,60,,,,"As long as they stay in the jungle, this Tarzan may be one of the very best versions of the character you're likely to see.",Beautiful. A real view of an ape man clashing with the civilization.
119,35 min.,Peter Chung,2004,Vin Diesel,Nick Chinlund,Keith David,Rhiana Griffith,,,0,54,What Dark Fury doesn't do well is what it wants to do: bridge the gap between two movies,"He's the big, bad and bald muscleman of Hollywood - but he's devoted to Judi Dench and keen to work in independent films that say something.",,,
120,1 hr. 40 min.,Henry Levin,1949,Glenn Ford,William Holden,Ellen Drew,Ray Collins,Edgar Buchanan,Jerome Courtland,0,32,... an interesting failure that meant well but failed to deliver.,,,,
121,2 hr. 10 min.,Fernando Meirelles,2003,Matheus Nachtergaele,Alexandre Rodrigues,Leandro Firmino da H...,Phellipe Haagensen,Phelipe Haagensen,Douglas Silva,90,97,I came away from this film impressed by its narrative control but unmoved by anything it had to say.,"City of God delivers a bruising, visceral experience of the vicious spiral of violence that draws kids into a life of crime, brutality and murder as the only avenue open to them.","The performances, many from non-pros, are terrific.",Difficult to watch but hard to look away from.,"The living conditions it projects are as horrendous as I had feared, but the movie is surprisingly easy to take as a rollicking homicidal entertainment."
122,1 hr. 40 min.,Yip Wing Kin,2007,Vanessa Wu,Terry Fan,Bruce Leung,Chan Kwok Kwan,Lam Tze Chung,,0,17,,,,,
123,1 hr. 47 min.,David Mamet,2004,Derek Luke,Val Kilmer,William H. Macy,Ed O'Neill,Kristen Bell,Johnny Messner,64,62,"The real violence, as is always the case with Mamet, lies not in the mayhem but in the thrusting rhythms of the dialogue.","He'll always be writer first, but for a relentless entertainment with actual with wit and soul, Spartan may just be the best thing David Mamet has done, certainly the best he has directed.",Very violent movie ultimately just falls apart.,A very well characterized thriller...,"This political thriller is very much by its own definition, the tightly woven, creatively disciplined offspring of that old warrior spirit that is Mamet."
124,3 hr.,Rod Hardy,1995,Anjelica Huston,Melanie Griffith,Sam Elliott,Reba McEntire,Jack Palance,Gabriel Blue,0,66,,,,,
125,1 hr. 34 min.,Raymond To,2003,Eric Tsang,Chapman To,Ka-Yee Lee,Andes Yu,,,0,50,,,,,
126,2 hr. 7 min.,James Fargo,1978,Jennifer O'Neill,Anthony Quinn,Michael Sarrazin,Christopher Lee,Joseph Cotten,Behrooz Vosoughi,0,55,"Based on Mitchner's best seller, this mediocre Iranian-American political adventure suffered from the contex in which it was released.",,,,
127,1 hr. 50 min.,Jerry Schatzberg,1988,Andy Garcia,Ellen Barkin,Morgan Freeman,Michael Lombard,John C. McGinley,Brad Sullivan,0,7,,,,,
128,1 hr.,Chris Seaver,2002,Tim Ekkebus,Bobby Heckman,Casey Bowker,Chris Seaver,Doug Sakmann,Jesse Green,0,25,,,,,
129,1 hr. 30 min.,Gilbert M. Shilton,2003,Joe Lando,Erica Parker,Peter Graham-Gaudrea...,Garwin Sanford,Nicole Eggert,Gerard Plunkett,0,21,,,,,
130,,Jason Holt,1993,Karen Black,Erik Estrada,Lawrence Hilton-Jaco...,,,,0,0,,,,,
131,1 hr. 44 min.,Kevin Downes,2004,Stephen Baldwin,David A.R. White,Eric Roberts,Kevin Downes,Jeffrey Dean Morgan,Amy Moon,0,73,An utterly worthless piece of work...,,,,
132,1 hr. 35 min.,Ziri Rideaux,2001,Angela Marsden,Josh Coxx,K.W. Miller,Wendy Braun,Armin Marewski,Greg Lewis,0,0,,,,,
133,1 hr. 35 min.,Sheldon Lettich,2001,Dolph Lundgren,Sherri Alexander,Joe Michael Burke,Rebecca Cross,Brook Parker,Juliano Mer Khamis,0,21,,,,,
134,2 hr. 34 min.,Anthony Minghella,2003,Nicole Kidman,Jude Law,RenÃ©e Zellweger,Eileen Atkins,Brendan Gleeson,Donald Sutherland,71,77,"If the love story is asked to carry more weight than it can bare, at least this is a film of rich measure and ambition.","Excellent but upsetting, only for older teens.","There are minor merits. mostly handsome production values, to Mingehlla's screen version of the acclaimed novel.","Only Renee Zellweger maintains a Southern accent in this laughable attempt by director Anthony Minghella (""The English Patient"") at filming Charles Frazier's love story set amidst the turmoil of the Civil War.","So utterly manufactured for Oscar, it was nauseating."
135,1 hr. 15 min.,Lewis Allen,1954,Frank Sinatra,Sterling Hayden,James Gleason,Nancy Gates,Kim Charney,Christopher Dark,100,62,,,,,
136,1 hr. 31 min.,Don Chaffey,1961,Laurence Naismith,Alex Mackenzie,Donald Crisp,Duncan Macrae,Kay Walsh,Andrew Cruickshank,0,84,,,,,
